Electrophile,Nucleophile,Ligand,Base,Solvent,Yield,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CN(C)C=O,34.25,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CN(C)C=O,27.10,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CN(C)C=O,43.02,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CN(C)C=O,23.33,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CN(C)C=O,30.26,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CN(C)C=O,27.91,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CN(C)C=O,30.68,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CN(C)C=O,21.29,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CO,45.03,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],CO,96.70,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CO,70.76,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CO,93.33,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CO,63.28,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],CO,61.13,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CO,94.82,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CO,47.13,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CO,88.97,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],CO,87.48,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[OH-].[Na+],CO,33.88,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CO,40.73,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,CO,88.59,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CO,58.43,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,CO,89.13,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,CO,55.72,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,CO,64.52,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,CO,81.73,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,CO,40.04,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,CO,75.35,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,CO,64.50,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,CO,22.67,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CO,43.13,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[F-].[Cs+],CO,85.73,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CO,77.72,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CO,89.81,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CO,48.91,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[F-].[Cs+],CO,86.51,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CO,71.88,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CO,46.70,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CO,60.51,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CO,37.67,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[F-].[Cs+],CO,8.04,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,32.15,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,94.15,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,61.84,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,83.83,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,58.94,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,59.67,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,90.10,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,69.16,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,83.35,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,94.68,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CO,14.20,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CO,33.02,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[OH-],CO,93.94,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CO,61.96,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],CO,82.10,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[OH-],CO,55.13,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[OH-],CO,62.96,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],CO,88.13,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[OH-],CO,67.64,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],CO,82.32,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[OH-],CO,91.65,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[OH-],CO,26.41,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,33.37,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Li+].CC(C)(C)[O-],CO,95.31,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,58.42,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CO,80.68,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],CO,48.82,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Li+].CC(C)(C)[O-],CO,57.05,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],CO,90.90,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],CO,73.72,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CO,82.88,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CO,93.82,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],CO,35.83,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CO,40.22,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,CO,88.74,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CO,72.98,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CO,88.05,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CO,56.98,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CO,80.85,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CO,76.89,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CO,64.56,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CO,68.57,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CO,91.06,,
O=S(OC1=CC=C(N=CC=C2)C2=C1)(C(F)(F)F)=O,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CO,9.94,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CC#N,93.31,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],CC#N,93.70,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CC#N,94.33,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CC#N,87.35,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CC#N,84.09,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O, CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],CC#N,95.65,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CC#N,87.60,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CC#N,89.72,,
IC1=CC=C(N=CC=C2)C2=C1,CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1B(O)O,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CC#N,86.60,,
