Electrophile,Nucleophile,Ligand,Base,Solvent,Yld
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CC#N,21.36
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CC#N,19.47
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CC#N,49.01
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,CC#N,38.17
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CC#N,43.48
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,CC#N,15.90
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,CC#N,29.59
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,CC#N,57.10
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,CC#N,16.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,CC#N,19.72
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,CC#N,17.47
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,CC#N,38.47
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CC#N,25.64
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,CC#N,27.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CC#N,42.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CC#N,14.21
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CC#N,15.39
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CC#N,30.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CC#N,18.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[F-].[Cs+],CC#N,23.55
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CC#N,22.98
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[F-].[Cs+],CC#N,14.45
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[F-].[Cs+],CC#N,21.33
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[F-].[Cs+],CC#N,42.12
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[F-].[Cs+],CC#N,25.45
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[F-].[Cs+],CC#N,27.58
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[F-].[Cs+],CC#N,23.45
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[F-].[Cs+],CC#N,39.33
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[F-].[Cs+],CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,42.24
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,40.89
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,55.01
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,34.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,33.18
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,54.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,25.02
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,29.80
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,28.48
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,44.07
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[K+].[K+].[O-]P([O-])([O-])=O,CC#N,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CN(C)C=O,30.13
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[OH-].[Na+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[OH-].[Na+],CN(C)C=O,28.49
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[OH-].[Na+],CN(C)C=O,21.74
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[OH-].[Na+],CN(C)C=O,27.66
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[OH-].[Na+],CN(C)C=O,35.76
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[OH-].[Na+],CN(C)C=O,30.24
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[OH-].[Na+],CN(C)C=O,41.27
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[OH-].[Na+],CN(C)C=O,23.72
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[OH-].[Na+],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[OH-].[Na+],CN(C)C=O,19.46
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[K+].[OH-],CN(C)C=O,44.95
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[K+].[OH-],CN(C)C=O,41.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[K+].[OH-],CN(C)C=O,30.94
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[K+].[OH-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[K+].[OH-],CN(C)C=O,38.99
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[K+].[OH-],CN(C)C=O,38.20
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[K+].[OH-],CN(C)C=O,49.97
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[K+].[OH-],CN(C)C=O,46.21
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[K+].[OH-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[K+].[OH-],CN(C)C=O,19.27
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CN(C)C=O,52.47
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Li+].CC(C)(C)[O-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Li+].CC(C)(C)[O-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Li+].CC(C)(C)[O-],CN(C)C=O,35.10
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Li+].CC(C)(C)[O-],CN(C)C=O,40.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Li+].CC(C)(C)[O-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Li+].CC(C)(C)[O-],CN(C)C=O,35.22
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Li+].CC(C)(C)[O-],CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Li+].CC(C)(C)[O-],CN(C)C=O,41.42
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Li+].CC(C)(C)[O-],CN(C)C=O,23.77
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Li+].CC(C)(C)[O-],CN(C)C=O,17.98
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,[Na+].OC([O-])=O,CN(C)C=O,65.69
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,[Na+].OC([O-])=O,CN(C)C=O,60.50
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,[Na+].OC([O-])=O,CN(C)C=O,26.66
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,[Na+].OC([O-])=O,CN(C)C=O,36.92
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,[Na+].OC([O-])=O,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,[Na+].OC([O-])=O,CN(C)C=O,21.30
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,[Na+].OC([O-])=O,CN(C)C=O,50.18
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,[Na+].OC([O-])=O,CN(C)C=O,42.18
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,[Na+].OC([O-])=O,CN(C)C=O,49.12
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,[Na+].OC([O-])=O,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CN(C)C=O,38.90
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,c1ccc(cc1)P(c2ccccc2)c3ccccc3 ,CCN(CC)CC,CN(C)C=O,35.79
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CN(C)c1ccc(cc1)P(C(C)(C)C)C(C)(C)C,CCN(CC)CC,CN(C)C=O,35.74
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,C1CCC(CC1)P(C2CCCCC2)C3CCCCC3,CCN(CC)CC,CN(C)C=O,17.56
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,Cc1ccccc1P(c2ccccc2C)c3ccccc3C,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CCCCP([C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)[C@@]45C[C@@H]6C[C@@H](C[C@@H](C6)C4)C5,CCN(CC)CC,CN(C)C=O,32.05
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,COc1cccc(c1c2ccccc2P(C3CCCCC3)C4CCCCC4)OC,CCN(CC)CC,CN(C)C=O,19.25
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].CC(C)(C)P([C]1[CH][CH][CH][CH]1)C(C)(C)C.CC(C)(C)P([C]2[CH][CH][CH][CH]2)C(C)(C)C,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,P(c2ccccc2c1c(cc(cc1C(C)C)C(C)C)C(C)C)(C3CCCCC3)C4CCCCC4,CCN(CC)CC,CN(C)C=O,24.67
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,[Fe].[CH]1[CH][CH][C]([CH]1)P(c2ccccc2)c3ccccc3.[CH]4[CH][CH][C]([CH]4)P(c5ccccc5)c6ccccc6,CCN(CC)CC,CN(C)C=O,27.87
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC1(c2c(Oc3c1cccc3P(c4ccccc4)c5ccccc5)c(P(c6ccccc6)c7ccccc7)ccc2)C,CCN(CC)CC,CN(C)C=O,0.00
CC1=CC=C(N(C2OCCCC2)N=C3)C3=C1Br,OB(O)C1=CC=C(N=CC=C2)C2=C1,CC(C)(C)P(C(C)(C)C)C(C)(C)C,[F-].[Cs+],CN(C)C=O,25.71
